"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005506","iron ion binding","1/432","153/18737",0.0065359477124183,0.28348160251755,-1.36709567260557,0.972224321288434,0.998387890596645,0.908235831196881,"ALOX12B",1
"GO:0046906","tetrapyrrole binding","1/432","153/18737",0.0065359477124183,0.28348160251755,-1.36709567260557,0.972224321288434,0.998387890596645,0.908235831196881,"PTGS1",1
"GO:0004386","helicase activity","1/432","154/18737",0.00649350649350649,0.281640812890813,-1.37511665759763,0.972869989239543,0.998387890596645,0.908235831196881,"CHD5",1
"GO:0044024","histone H2AS1 kinase activity","2/432","246/18737",0.00813008130081301,0.352623456790123,-1.57014499512912,0.978660995135607,0.999967660895046,0.909672951982882,"SBK1/ALPK3",2
"GO:0140995","histone H2A kinase activity","2/432","246/18737",0.00813008130081301,0.352623456790123,-1.57014499512912,0.978660995135607,0.999967660895046,0.909672951982882,"SBK1/ALPK3",2
"GO:0016874","ligase activity","1/432","167/18737",0.00598802395209581,0.2597166777556,-1.4762016781208,0.980019421916376,0.999967660895046,0.909672951982882,"ACSL1",1
"GO:0035173","histone kinase activity","2/432","256/18737",0.0078125,0.338849103009259,-1.63626366413741,0.982560972271792,0.999967660895046,0.909672951982882,"SBK1/ALPK3",2
"GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","1/432","180/18737",0.00555555555555556,0.240959362139918,-1.57196489185872,0.985287990319831,0.999967660895046,0.909672951982882,"PTGS1",1
"GO:0016853","isomerase activity","1/432","180/18737",0.00555555555555556,0.240959362139918,-1.57196489185872,0.985287990319831,0.999967660895046,0.909672951982882,"ALOX12B",1
"GO:0005096","GTPase activator activity","2/432","272/18737",0.00735294117647059,0.318916802832244,-1.73822266204854,0.987406077628241,0.999967660895046,0.909672951982882,"ARHGAP32/PLCB1",2
"GO:0004674","protein serine/threonine kinase activity","4/432","429/18737",0.00932400932400932,0.404407321073988,-1.91713630085912,0.990059229746986,0.999967660895046,0.909672951982882,"LTBP1/MYLK/SBK1/ALPK3",4
